Id,Category,Family,Type,Level,LocationType,X,Y,Z,StartX,StartY,StartZ,EndX,EndY,EndZ
945022, Legend Components, , Basic Wall : Exterior - CMU Insulated (Floor Plan), , None, , , , , , , , , 
945023, Legend Components, , "Basic Wall : Generic - 4"" Brick (Floor Plan)", , None, , , , , , , , , 
945024, Legend Components, , "Basic Wall : Interior - 3 1/8"" Partition (1-hr) (Floor Plan)", , None, , , , , , , , , 
945025, Legend Components, , "Basic Wall : Interior - 4 7/8"" Partition (1-hr) (Floor Plan)", , None, , , , , , , , , 
945026, Legend Components, , "Basic Wall : Interior - 6 1/8"" Partition (2-hr) (Floor Plan)", , None, , , , , , , , , 
945027, Legend Components, , "Basic Wall : Interior - 5 1/2"" Partition (1-hr) (Floor Plan)", , None, , , , , , , , , 
945028, Legend Components, , Basic Wall : Exterior - EIFS on Mtl. Stud (Floor Plan), , None, , , , , , , , , 
945029, Legend Components, , "Basic Wall : Foundation - 12"" Concrete (Floor Plan)", , None, , , , , , , , , 
945030, Legend Components, , "Basic Wall : Retaining - 12"" Concrete (Floor Plan)", , None, , , , , , , , , 
945031, Legend Components, , "Basic Wall : Generic - 8"" Filled (Floor Plan)", , None, , , , , , , , , 
945032, Legend Components, , "Basic Wall : Soffit - 1/2"" GWB & Metal Stud (Floor Plan)", , None, , , , , , , , , 
945033, Legend Components, , Basic Wall : Exterior - Brick and CMU on Mtl. Stud (Floor Plan), , None, , , , , , , , , 
945034, Legend Components, , "Basic Wall : Interior - 6 3/4"" Partition (1-hr) (Floor Plan)", , None, , , , , , , , , 
945035, Legend Components, , Basic Wall : Exterior - Wood Siding on Wood Stud (Floor Plan), , None, , , , , , , , , 
945036, Legend Components, , "Basic Wall : Foundation - 10"" Concrete (Floor Plan)", , None, , , , , , , , , 
945037, Legend Components, , Basic Wall : Exterior - Wood Shingle on Wood Stud (Floor Plan), , None, , , , , , , , , 
945038, Legend Components, , "Basic Wall : Generic - 4"" (Floor Plan)", , None, , , , , , , , , 
945039, Legend Components, , "Basic Wall : Interior - 4 1/2"" Partition (Floor Plan)", , None, , , , , , , , , 
945040, Legend Components, , "Basic Wall : Interior - 6 1/2"" Partition (Floor Plan)", , None, , , , , , , , , 
945041, Legend Components, , "Basic Wall : Foundation - 24"" Concrete Footing (Floor Plan)", , None, , , , , , , , , 
945042, Legend Components, , Basic Wall : Exterior - Wood Shingle over Wood Siding on Wood Stud (Floor Plan), , None, , , , , , , , , 
945043, Legend Components, , Stacked Wall : Exterior Shingle Over Brick w Wood Stud (Floor Plan), , None, , , , , , , , , 
945044, Materials, , Boundary Condition – Y-Axis, , None, , , , , , , , , 
945045, Materials, , Boundary Condition – Z-Axis, , None, , , , , , , , , 
945046, Materials, , Boundary Condition – X-Axis, , None, , , , , , , , , 
945047, , , Lacquer - Clear, , None, , , , , , , , , 
945048, , , Lacquer - Clear (1), , None, , , , , , , , , 
945049, , , Lacquer - Clear (2), , None, , , , , , , , , 
945050, , , Lacquer - Clear (3), , None, , , , , , , , , 
945051, , , Lacquer - Clear (4), , None, , , , , , , , , 
945052, , , Lacquer - Clear (5), , None, , , , , , , , , 
945056, Legend Components, , Basic Wall : Exterior - Brick on Wood Stud (Floor Plan), , None, , , , , , , , , 
945057, Legend Components, , "Basic Wall : Interior - 4 3/4"" Partition (1-hr) (Floor Plan)", , None, , , , , , , , , 
945058, Legend Components, , Basic Wall : Exterior - Split Face CMU (Floor Plan), , None, , , , , , , , , 
945059, Legend Components, , Basic Wall : Exterior - Insulated Metal Panel (Floor Plan), , None, , , , , , , , , 
945060, Legend Components, , "Basic Wall : Foundation - 36"" Concrete Footing (Floor Plan)", , None, , , , , , , , , 
945061, Legend Components, , Basic Wall : Exterior - Split Face and CMU on Mtl. Stud (Floor Plan), , None, , , , , , , , , 
945065, , , "1 1/2"" x 6"" WR", , None, , , , , , , , , 
945068, , , "2"" x 6""", , None, , , , , , , , , 
945070, Materials, , "Rebar, ASTM A615, Grade 60", , None, , , , , , , , , 
945071, Materials, , Grade 65, , None, , , , , , , , , 
945072, , , "2"" x 6""", , None, , , , , , , , , 
945082, , , 1x12 2, , None, , , , , , , , , 
945084, Material Assets, , ASTM A615 - Grade 60 - Billet Steel, , None, , , , , , , , , 
945085, Material Assets, , Grade 65, , None, , , , , , , , , 
945087, , , Stainless - Satin, , None, , , , , , , , , 
945088, Material Assets, , Steel ASTM A615-60, , None, , , , , , , , , 
945089, , , Wall Sweep - Trim, , None, , , , , , , , , 
945090, , , Wall Sweep - Trim, , None, , , , , , , , , 
945091, , , Wall Sweep - Trim, , None, , , , , , , , , 
945127, , , Roof Deck, , None, , , , , , , , , 
950761, Views, , L1 - Structural, , None, , , , , , , , , 
950762, , , ExtentElem, , None, , , , , , , , , 
950763, , , L1 - Structural, , None, , , , , , , , , 
950764, Sun Path, , "<In-session, Lighting>", , None, , , , , , , , , 
950765, Sun Path, , , , None, , , , , , , , , 
950767, , , L1 - Structural, , None, , , , , , , , , 
950768, Work Plane Grid, , L1, , None, , , , , , , , , 
950769, , , L1 - Structural, , None, , , , , , , , , 
950770, , , L1, , None, , , , , , , , , 
950771, Views, , L2 - Structural, , None, , , , , , , , , 
950772, , , ExtentElem, , None, , , , , , , , , 
950773, , , L2 - Structural, , None, , , , , , , , , 
950774, Sun Path, , "<In-session, Lighting>", , None, , , , , , , , , 
950775, Sun Path, , , , None, , , , , , , , , 
950777, , , L2 - Structural, , None, , , , , , , , , 
950778, Work Plane Grid, , L2, , None, , , , , , , , , 
950779, , , L2 - Structural, , None, , , , , , , , , 
950780, , , L2, , None, , , , , , , , , 
950821, , , L1, , None, , , , , , , , , 
950824, Sheets, , Structural Plans, , None, , , , , , , , , 
950825, , , Structural Plans, , None, , , , , , , , , 
950827, , , S101 - Structural Plans, , None, , , , , , , , , 
950828, , , Structural Plans, , None, , , , , , , , , 
950829, Title Blocks, E1 30 x 42 Horizontal, E1 30 x 42 Horizontal, , Point, 0.0000, 0.0000, 0.0000, , , , , , 
950830, Viewports, , Title w Line, , None, , , , , , , , , 
950858, , , L2, , None, , , , , , , , , 
950859, Sheets, , Structural Plans, , None, , , , , , , , , 
950860, , , Structural Plans, , None, , , , , , , , , 
950862, , , S102 - Structural Plans, , None, , , , , , , , , 
950863, , , Structural Plans, , None, , , , , , , , , 
950864, Title Blocks, E1 30 x 42 Horizontal, E1 30 x 42 Horizontal, , Point, 0.0000, 0.0000, 0.0000, , , , , , 
950865, Viewports, , Title w Line, , None, , , , , , , , , 
950884, , , All Sheets, , None, , , , , , , , , 
950894, Sheets, , Site Plan, , None, , , , , , , , , 
950895, , , Site Plan, , None, , , , , , , , , 
950897, , , C101 - Site Plan, , None, , , , , , , , , 
950898, , , Site Plan, , None, , , , , , , , , 
950899, Title Blocks, E1 30 x 42 Horizontal, E1 30 x 42 Horizontal, , Point, 0.0000, 0.0000, 0.0000, , , , , , 
950909, , , E1 30 x 42 Cover, , None, , , , , , , , , 
951175, , , E1 30 x 42 Cover, , None, , , , , , , , , 
951212, , , E1 30 x 42 Cover, , None, , , , , , , , , 
951591, , , E1 30 x 42 Horizontal w Grid, , None, , , , , , , , , 
951988, , , E1 30 x 42 Horizontal w Grid, , None, , , , , , , , , 
952030, , , E1 30 x 42 Horizontal w Grid, , None, , , , , , , , , 
952256, , , E1 30 x 42 Horizontal, , None, , , , , , , , , 
952552, , , E1 30 x 42 Horizontal, , None, , , , , , , , , 
952585, , , E1 30 x 42 Horizontal, , None, , , , , , , , , 
952776, Viewports, , No Title, , None, , , , , , , , , 
952777, Views, , Working Views - Override, , None, , , , , , , , , 
952778, Sun Path, , "<In-session, Lighting>", , None, , , , , , , , , 
952781, , , Stainless Steel - Brushed Linear Short, , None, , , , , , , , , 
952783, , , Paint - Metal Flake (Black), , None, , , , , , , , , 
952874, , , Boundary Condition-Fixed, , None, , , , , , , , , 
953643, , , Boundary Condition-Fixed, , None, , , , , , , , , 
953655, , , Boundary Condition-Fixed, , None, , , , , , , , , 
953686, , , Boundary Condition-Pinned, , None, , , , , , , , , 
954371, , , Boundary Condition-Pinned, , None, , , , , , , , , 
954383, , , Boundary Condition-Pinned, , None, , , , , , , , , 
954384, , , Boundary Condition-Roller, , None, , , , , , , , , 
955077, , , Boundary Condition-Roller, , None, , , , , , , , , 
955089, , , Boundary Condition-Roller, , None, , , , , , , , , 
955090, , , Boundary Condition-Variable, , None, , , , , , , , , 
956385, , , Boundary Condition-Variable, , None, , , , , , , , , 
956397, , , Boundary Condition-Variable, , None, , , , , , , , , 
956398, , , Shaft Opening Symbol, , None, , , , , , , , , 
956658, , , Shaft Opening Symbol, , None, , , , , , , , , 
956681, , , Shaft Opening Symbol, , None, , , , , , , , , 
968244, , , Grab Bar, , None, , , , , , , , , 
968735, , , Grab Bar, , None, , , , , , , , , 
968736, Legend Components, , Legend Component - Grab Bar (3D), , None, , , , , , , , , 
968755, , , Grab Bar, , None, , , , , , , , , 
969712, , , Door-Exterior-Single-Two_Lite, , None, , , , , , , , , 
974678, , , Door-Exterior-Single-Two_Lite, , None, , , , , , , , , 
974679, Legend Components, , Legend Component - Door-Exterior-Single-Two_Lite (3D), , None, , , , , , , , , 
974785, , , "36"" x 96""", , None, , , , , , , , , 
974786, , , "36"" x 94""", , None, , , , , , , , , 
974787, , , "36"" x 84""", , None, , , , , , , , , 
974788, , , "36"" x 80""", , None, , , , , , , , , 
974805, , , Door-Passage-Double-Flush, , None, , , , , , , , , 
977551, , , Door-Passage-Double-Flush, , None, , , , , , , , , 
977552, Legend Components, , Legend Component - Door-Passage-Double-Flush (3D), , None, , , , , , , , , 
977603, , , "72"" x 84""", , None, , , , , , , , , 
977604, , , "72"" x 80""", , None, , , , , , , , , 
977605, , , "68"" x 84""", , None, , , , , , , , , 
977606, , , "68"" x 80""", , None, , , , , , , , , 
977974, , , Poche, , None, , , , , , , , , 
977975, , , Default Light Source, , None, , , , , , , , , 
979709, Materials, , "Glass, White, High Luminance", , None, , , , , , , , , 
979720, Material Assets, , Glass - Standard, , None, , , , , , , , , 
986091, , , <not associated>, , None, , , , , , , , , 
986382, , , L1, , None, , , , , , , , , 
1070858, , , L1, , None, , , , , , , , , 
1086926, Materials, , "Steel, Paint Finish, Ivory, Glossy", , None, , , , , , , , , 
1086929, , , Ivory Gloss, , None, , , , , , , , , 
1089542, Material Assets, , ASTM A992, , None, , , , , , , , , 
1089545, Material Assets, , Steel ASTM A992-50, , None, , , , , , , , , 
1091685, Material Assets, , ASTM A36, , None, , , , , , , , , 
1091687, Material Assets, , ASTM A500 - Grade B - Rectangular and Square, , None, , , , , , , , , 
1099145, , , 00, , None, , , , , , , , , 
1099148, Materials, , Steel, , None, , , , , , , , , 
1099152, , , Steel - Satin, , None, , , , , , , , , 
1099156, , , A, , None, , , , , , , , , 
1099157, , , B, , None, , , , , , , , , 
1099158, , , C, , None, , , , , , , , , 
1099159, , , D, , None, , , , , , , , , 
1099160, , , E, , None, , , , , , , , , 
1099161, , , F, , None, , , , , , , , , 
1099162, , , G, , None, , , , , , , , , 
1099163, , , H, , None, , , , , , , , , 
1099164, , , J, , None, , , , , , , , , 
1099165, , , K, , None, , , , , , , , , 
1099166, , , O, , None, , , , , , , , , 
1099167, , , R, , None, , , , , , , , , 
1099171, Materials, , Poche, , None, , , , , , , , , 
1099173, Materials, , Default Light Source, , None, , , , , , , , , 
1099421, , , 00, , None, , , , , , , , , 
1099442, , , 00, , None, , , , , , , , , 
1099443, , , 01, , None, , , , , , , , , 
1099691, , , 01, , None, , , , , , , , , 
1099712, , , 01, , None, , , , , , , , , 
1099713, , , 02, , None, , , , , , , , , 
1099961, , , 02, , None, , , , , , , , , 
1099982, , , 02, , None, , , , , , , , , 
1099983, , , 03, , None, , , , , , , , , 
1100246, , , 03, , None, , , , , , , , , 
1100267, , , 03, , None, , , , , , , , , 
1100268, , , 04, , None, , , , , , , , , 
1100531, , , 04, , None, , , , , , , , , 
1100552, , , 04, , None, , , , , , , , , 
1100553, , , 05, , None, , , , , , , , , 
1100808, , , 05, , None, , , , , , , , , 
1100829, , , 05, , None, , , , , , , , , 
1100830, , , 06, , None, , , , , , , , , 
1101085, , , 06, , None, , , , , , , , , 
1101106, , , 06, , None, , , , , , , , , 
1101107, , , 07, , None, , , , , , , , , 
1101365, , , 07, , None, , , , , , , , , 
1101386, , , 07, , None, , , , , , , , , 
1101387, , , 08, , None, , , , , , , , , 
1101635, , , 08, , None, , , , , , , , , 
1101656, , , 08, , None, , , , , , , , , 
1101918, , , 10, , None, , , , , , , , , 
1102172, , , 10, , None, , , , , , , , , 
1102193, , , 10, , None, , , , , , , , , 
1102194, , , 11, , None, , , , , , , , , 
1102450, , , 11, , None, , , , , , , , , 
1102471, , , 11, , None, , , , , , , , , 
1102472, , , 12, , None, , , , , , , , , 
1102728, , , 12, , None, , , , , , , , , 
1102749, , , 12, , None, , , , , , , , , 
1102750, , , 13, , None, , , , , , , , , 
1103008, , , 13, , None, , , , , , , , , 
1103029, , , 13, , None, , , , , , , , , 
1103030, , , 14, , None, , , , , , , , , 
1103296, , , 14, , None, , , , , , , , , 
1103317, , , 14, , None, , , , , , , , , 
1103318, , , 16, , None, , , , , , , , , 
1103574, , , 16, , None, , , , , , , , , 
1103595, , , 16, , None, , , , , , , , , 
1103596, , , 17, , None, , , , , , , , , 
1103850, , , 17, , None, , , , , , , , , 
1103871, , , 17, , None, , , , , , , , , 
1103872, , , 17A, , None, , , , , , , , , 
1104123, , , 17A, , None, , , , , , , , , 
1104144, , , 17A, , None, , , , , , , , , 
1104145, , , 18, , None, , , , , , , , , 
1104393, , , 18, , None, , , , , , , , , 
1104414, , , 18, , None, , , , , , , , , 
1104415, , , 19, , None, , , , , , , , , 
1104673, , , 19, , None, , , , , , , , , 
1104694, , , 19, , None, , , , , , , , , 
1104695, , , 20, , None, , , , , , , , , 
1104949, , , 20, , None, , , , , , , , , 
1104970, , , 20, , None, , , , , , , , , 
1104971, , , 22, , None, , , , , , , , , 
1105234, , , 22, , None, , , , , , , , , 
1105255, , , 22, , None, , , , , , , , , 
1105256, , , 23, , None, , , , , , , , , 
1105521, , , 23, , None, , , , , , , , , 
1105542, , , 23, , None, , , , , , , , , 
1105543, , , 24, , None, , , , , , , , , 
1105791, , , 24, , None, , , , , , , , , 
1105812, , , 24, , None, , , , , , , , , 
1105813, , , 26, , None, , , , , , , , , 
1106060, , , 26, , None, , , , , , , , , 
1106077, , , 26, , None, , , , , , , , , 
1106079, Materials, , Steel ASTM A36, , None, , , , , , , , , 
1106080, , , Plate(1), , None, , , , , , , , , 
1108113, , , Formsaver Coupler, , None, , , , , , , , , 
1108772, , , Formsaver Coupler, , None, , , , , , , , , 
1108791, , , FS#8, , None, , , , , , , , , 
1108793, , , FS#11, , None, , , , , , , , , 
1108795, , , FS#10, , None, , , , , , , , , 
1108797, , , FS#9, , None, , , , , , , , , 
1108799, , , FS#7, , None, , , , , , , , , 
1108801, , , FS#6, , None, , , , , , , , , 
1108803, , , FS#5, , None, , , , , , , , , 
1108805, , , FS#4, , None, , , , , , , , , 
1108807, , , _Height, , None, , , , , , , , , 
1108808, , , _Width, , None, , , , , , , , , 
1109754, , , Headed Anchor Coupler, , None, , , , , , , , , 
1110927, , , Headed Anchor Coupler, , None, , , , , , , , , 
1110943, , , HA#8, , None, , , , , , , , , 
1110945, , , HA#18, , None, , , , , , , , , 
1110947, , , HA#14, , None, , , , , , , , , 
1110949, , , HA#11, , None, , , , , , , , , 
1110951, , , HA#10, , None, , , , , , , , , 
1110953, , , HA#9, , None, , , , , , , , , 
1110955, , , HA#7, , None, , , , , , , , , 
1110957, , , HA#6, , None, , , , , , , , , 
1110959, , , HA#5, , None, , , , , , , , , 
1110961, , , HA#4, , None, , , , , , , , , 
1110962, , , Howe Flat Truss, , None, , , , , , , , , 
1111320, , , Howe Flat Truss, , None, , , , , , , , , 
1111321, Legend Components, , Legend Component - Howe Flat Truss (3D), , None, , , , , , , , , 
1111341, , , Standard, , None, , , , , , , , , 
1111426, , , A, , None, , , , , , , , , 
1111427, , , W, , None, , , , , , , , , 
1111428, Materials, , "Steel ASTM A500, Grade B, Rectangular and Square", , None, , , , , , , , , 
1111429, Material Assets, , Steel ASTM A500B-42, , None, , , , , , , , , 
1112753, , , S1, , None, , , , , , , , , 
1113009, , , S1, , None, , , , , , , , , 
1113030, , , S1, , None, , , , , , , , , 
1113031, , , S2, , None, , , , , , , , , 
1113287, , , S2, , None, , , , , , , , , 
1113308, , , S2, , None, , , , , , , , , 
1113309, , , S3, , None, , , , , , , , , 
1113565, , , S3, , None, , , , , , , , , 
1113586, , , S3, , None, , , , , , , , , 
1113587, , , S4, , None, , , , , , , , , 
1113843, , , S4, , None, , , , , , , , , 
1113864, , , S4, , None, , , , , , , , , 
1113865, , , S5, , None, , , , , , , , , 
1114121, , , S5, , None, , , , , , , , , 
1114142, , , S5, , None, , , , , , , , , 
1114143, , , S6, , None, , , , , , , , , 
1114399, , , S6, , None, , , , , , , , , 
1114420, , , S6, , None, , , , , , , , , 
1114422, , , Empty, , None, , , , , , , , , 
1114423, , , Reference Only, , None, , , , , , , , , 
1114424, , , Reference Only, , None, , , , , , , , , 
1114425, , , Reference Only, , None, , , , , , , , , 
1115169, , , Reference Only, , None, , , , , , , , , 
1115170, , , Reference Only, , None, , , , , , , , , 
1115171, , , Reference Only, , None, , , , , , , , , 
1115902, , , SP, , None, , , , , , , , , 
1116219, , , SP, , None, , , , , , , , , 
1116236, , , Family1, , None, , , , , , , , , 
1116237, , , Standard Coupler, , None, , , , , , , , , 
1117410, , , Standard Coupler, , None, , , , , , , , , 
1117426, , , CPL#8, , None, , , , , , , , , 
1117428, , , CPL#18, , None, , , , , , , , , 
1117430, , , CPL#14, , None, , , , , , , , , 
1117432, , , CPL#11, , None, , , , , , , , , 
1117434, , , CPL#10, , None, , , , , , , , , 
1117436, , , CPL#9, , None, , , , , , , , , 
1117438, , , CPL#7, , None, , , , , , , , , 
1117440, , , CPL#6, , None, , , , , , , , , 
1117442, , , CPL#5, , None, , , , , , , , , 
1117444, , , CPL#4, , None, , , , , , , , , 
1117445, , , T1, , None, , , , , , , , , 
1117700, , , T1, , None, , , , , , , , , 
1117721, , , T1, , None, , , , , , , , , 
1117722, , , T2, , None, , , , , , , , , 
1117977, , , T2, , None, , , , , , , , , 
1117998, , , T2, , None, , , , , , , , , 
1117999, , , T3, , None, , , , , , , , , 
1118251, , , T3, , None, , , , , , , , , 
1118272, , , T3, , None, , , , , , , , , 
1118273, , , T6, , None, , , , , , , , , 
1118528, , , T6, , None, , , , , , , , , 
1118549, , , T6, , None, , , , , , , , , 
1118550, , , T7, , None, , , , , , , , , 
1118807, , , T7, , None, , , , , , , , , 
1118828, , , T7, , None, , , , , , , , , 
1118829, , , T8, , None, , , , , , , , , 
1119086, , , T8, , None, , , , , , , , , 
1119107, , , T8, , None, , , , , , , , , 
1119108, , , T9, , None, , , , , , , , , 
1119356, , , T9, , None, , , , , , , , , 
1119377, , , T9, , None, , , , , , , , , 
1119378, , , Transition Coupler, , None, , , , , , , , , 
1120551, , , Transition Coupler, , None, , , , , , , , , 
1120567, , , CPL#8-#7, , None, , , , , , , , , 
1120569, , , CPL#18-#14, , None, , , , , , , , , 
1120571, , , CPL#18-#11, , None, , , , , , , , , 
1120573, , , CPL#14-#11, , None, , , , , , , , , 
1120575, , , CPL#11-#10, , None, , , , , , , , , 
1120577, , , CPL#10-#9, , None, , , , , , , , , 
1120579, , , CPL#9-#8, , None, , , , , , , , , 
1120581, , , CPL#7-#6, , None, , , , , , , , , 
1120583, , , CPL#6-#5, , None, , , , , , , , , 
1120585, , , CPL#5-#4, , None, , , , , , , , , 
1126794, , , Exhaust Grill, , None, , , , , , , , , 
1127942, , , Exhaust Grill, , None, , , , , , , , , 
1127943, Legend Components, , Legend Component - Exhaust Grill (3D), , None, , , , , , , , , 
1128021, , , 24 x 24 Face 12 x 12 Connection, , None, , , , , , , , , 
1128035, , , Return Diffuser, , None, , , , , , , , , 
1129180, , , Return Diffuser, , None, , , , , , , , , 
1129181, Legend Components, , Legend Component - Return Diffuser (3D), , None, , , , , , , , , 
1129259, , , 24 x 24 Face 12 x 12 Connection, , None, , , , , , , , , 
1129273, , , Supply Diffuser, , None, , , , , , , , , 
1130416, , , Supply Diffuser, , None, , , , , , , , , 
1130417, Legend Components, , Legend Component - Supply Diffuser (3D), , None, , , , , , , , , 
1130495, , , 24 x 24 Face 12 x 12 Connection, , None, , , , , , , , , 
1130509, , , Supply Grille - Double Deflection - Curve Face Rectangular Neck, , None, , , , , , , , , 
1131512, , , Supply Grille - Double Deflection - Curve Face Rectangular Neck, , None, , , , , , , , , 
1131513, Legend Components, , Legend Component - Supply Grille - Double Deflection - Curve Face Rectangular Neck (3D), , None, , , , , , , , , 
1131557, , , 20x12 Connection 16 Diameter Duct, , None, , , , , , , , , 
1131558, , , 18x10 Connection 14 Diameter Duct, , None, , , , , , , , , 
1131559, , , 16x8 Connection 12 Diameter Duct, , None, , , , , , , , , 
1131560, , , 14x6 Connection 10 Diameter Duct, , None, , , , , , , , , 
1131561, , , 12x4 Connection 8 Diameter Duct, , None, , , , , , , , , 
1131562, , , 10x3 Connection 6 Diameter Duct, , None, , , , , , , , , 
1131576, , , Supply Grille - Perforated - Rectangular Face Rectangular Neck, , None, , , , , , , , , 
1132459, , , Supply Grille - Perforated - Rectangular Face Rectangular Neck, , None, , , , , , , , , 
1132460, Legend Components, , Legend Component - Supply Grille - Perforated - Rectangular Face Rectangular Neck (3D), , None, , , , , , , , , 
1132481, , , 16x10, , None, , , , , , , , , 
1132482, , , 14x8, , None, , , , , , , , , 
1132483, , , 12x6, , None, , , , , , , , , 
1132484, , , 10x4, , None, , , , , , , , , 
1132485, , , 10x3, , None, , , , , , , , , 
1132499, , , Dry Type Transformer - 480-208Y120 - NEMA Type 2, , None, , , , , , , , , 
1133388, , , Dry Type Transformer - 480-208Y120 - NEMA Type 2, , None, , , , , , , , , 
1133389, Legend Components, , Legend Component - Dry Type Transformer - 480-208Y120 - NEMA Type 2 (3D), , None, , , , , , , , , 
1133412, , , 750 kVA, , None, , , , , , , , , 
1133413, , , 500 kVA, , None, , , , , , , , , 
1133414, , , 300 kVA, , None, , , , , , , , , 
1133415, , , 225 kVA, , None, , , , , , , , , 
1133416, , , 150 kVA, , None, , , , , , , , , 
1133417, , , 112.5 kVA, , None, , , , , , , , , 
1133418, , , 75 kVA, , None, , , , , , , , , 
1133419, , , 30 kVA, , None, , , , , , , , , 
1133420, , , 45 kVA, , None, , , , , , , , , 
1133421, , , 15 kVA, , None, , , , , , , , , 
1134229, , , Lighting and Appliance Panelboard - 208V MLO, , None, , , , , , , , , 
1135031, , , Lighting and Appliance Panelboard - 208V MLO, , None, , , , , , , , , 
1135032, Legend Components, , Legend Component - Lighting and Appliance Panelboard - 208V MLO (3D), , None, , , , , , , , , 
1135056, , , 600 A, , None, , , , , , , , , 
1135057, , , 400 A, , None, , , , , , , , , 
1135058, , , 225 A, , None, , , , , , , , , 
1135059, , , 100 A, , None, , , , , , , , , 
1135082, , , Lighting and Appliance Panelboard - 480V MLO, , None, , , , , , , , , 
1135876, , , Lighting and Appliance Panelboard - 480V MLO, , None, , , , , , , , , 
1135877, Legend Components, , Legend Component - Lighting and Appliance Panelboard - 480V MLO (3D), , None, , , , , , , , , 
1135902, , , 600 A, , None, , , , , , , , , 
1135903, , , 400 A, , None, , , , , , , , , 
1135904, , , 250 A, , None, , , , , , , , , 
1135905, , , 125 A, , None, , , , , , , , , 
1135928, , , Duplex Receptacle, , None, , , , , , , , , 
1137031, , , Duplex Receptacle, , None, , , , , , , , , 
1137032, Legend Components, , Legend Component - Duplex Receptacle (3D), , None, , , , , , , , , 
1137075, , , Standard, , None, , , , , , , , , 
1137076, , , GFCI, , None, , , , , , , , , 
1137099, , , GM_OpeningWall_Instance, , None, , , , , , , , , 
1137527, , , GM_OpeningWall_Instance, , None, , , , , , , , , 
1137528, Legend Components, , Legend Component - GM_OpeningWall_Instance (3D), , None, , , , , , , , , 
1137548, , , Opening, , None, , , , , , , , , 
1137565, , , GM_OpeningWall_Type, , None, , , , , , , , , 
1137993, , , GM_OpeningWall_Type, , None, , , , , , , , , 
1137994, Legend Components, , Legend Component - GM_OpeningWall_Type (3D), , None, , , , , , , , , 
1138014, , , 40x88, , None, , , , , , , , , 
1138015, , , 50x87, , None, , , , , , , , , 
1138016, , , 68x86, , None, , , , , , , , , 
1138017, , , 40x98, , None, , , , , , , , , 
1138018, , , 40x94, , None, , , , , , , , , 
1138019, , , 50x93, , None, , , , , , , , , 
1138020, , , Opening, , None, , , , , , , , , 
1138037, , , Lighting Switches, , None, , , , , , , , , 
1139157, , , Lighting Switches, , None, , , , , , , , , 
1139158, Legend Components, , Legend Component - Lighting Switches (3D), , None, , , , , , , , , 
1139205, , , Timer, , None, , , , , , , , , 
1139206, , , Low Voltage, , None, , , , , , , , , 
1139207, , , Pilot Lighted, , None, , , , , , , , , 
1139208, , , Key Operated, , None, , , , , , , , , 
1139209, , , Door, , None, , , , , , , , , 
1139210, , , Dimmer, , None, , , , , , , , , 
1139211, , , Circuit Breaker, , None, , , , , , , , , 
1139212, , , Four Way, , None, , , , , , , , , 
1139213, , , Single Pole, , None, , , , , , , , , 
1139214, , , Three Way, , None, , , , , , , , , 
1142094, , , Air Handling Unit - Split System - Vertical, , None, , , , , , , , , 
1142958, , , Air Handling Unit - Split System - Vertical, , None, , , , , , , , , 
1142959, Legend Components, , Legend Component - Air Handling Unit - Split System - Vertical (3D), , None, , , , , , , , , 
1143000, , , 10, , None, , , , , , , , , 
1143001, , , 07, , None, , , , , , , , , 
1143002, , , 05, , None, , , , , , , , , 
1143003, , , 03, , None, , , , , , , , , 
1143017, , , Boiler, , None, , , , , , , , , 
1143790, , , Boiler, , None, , , , , , , , , 
1143791, Legend Components, , Legend Component - Boiler (3D), , None, , , , , , , , , 
1143810, , , Standard, , None, , , , , , , , , 
1143824, , , Expansion Tank - Inline, , None, , , , , , , , , 
1144636, , , Expansion Tank - Inline, , None, , , , , , , , , 
1144637, Legend Components, , Legend Component - Expansion Tank - Inline (3D), , None, , , , , , , , , 
1144663, , , 14 Gallon, , None, , , , , , , , , 
1144664, , , 10.3 Gallon, , None, , , , , , , , , 
1144665, , , 7.6 Gallon, , None, , , , , , , , , 
1144666, , , 4.4 Gallon, , None, , , , , , , , , 
1144667, , , 2 Gallon, , None, , , , , , , , , 
1144681, , , Inline Pump - Circulator, , None, , , , , , , , , 
1146220, , , Inline Pump - Circulator, , None, , , , , , , , , 
1146221, Legend Components, , Legend Component - Inline Pump - Circulator (3D), , None, , , , , , , , , 
1146317, , , 75 GPM - 9.5 Foot Head, , None, , , , , , , , , 
1146318, , , 65 GPM - 2.5 Foot Head, , None, , , , , , , , , 
1146332, , , Radiator - Hydronic Fin Tube, , None, , , , , , , , , 
1146811, , , Radiator - Hydronic Fin Tube, , None, , , , , , , , , 
1146812, Legend Components, , Legend Component - Radiator - Hydronic Fin Tube (3D), , None, , , , , , , , , 
1146838, , , "1-1/4"" NPT", , None, , , , , , , , , 
1146839, , , "1"" NPT", , None, , , , , , , , , 
1146840, , , "0-3/4"" NPT", , None, , , , , , , , , 
1146857, , , VAV Unit - Parallel Fan Powered, , None, , , , , , , , , 
1147708, , , VAV Unit - Parallel Fan Powered, , None, , , , , , , , , 
1147709, Legend Components, , Legend Component - VAV Unit - Parallel Fan Powered (3D), , None, , , , , , , , , 
1147762, , , Size 6 - 16 inch Inlet, , None, , , , , , , , , 
1147763, , , Size 6 - 14 inch Inlet, , None, , , , , , , , , 
1147764, , , Size 6 - 12 inch Inlet, , None, , , , , , , , , 
